,FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1031,1007855,Canyon Lake CFM,,,,,,31528-31568 Railroad Canyon Road,Canyon Lake,Riverside County,California,,,,,,,,,,-117.25299999999999,33.6733,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1076,1008450,Carmel Farmers Markets at the Barnyard Shopping Village,http://www.montereybayfarmers.org,https://www.facebook.com/pages/Monterey-Bay-Certified-Farmers-Markets/112446802152723,https://twitter.com/MBFarmersMarket,,www.edibleparadise.com,3690 The Barnyard,Carmel,Monterey,California,93923,05/01/2018 to 09/25/2018,Tue: 9:00 AM-1:00 PM;,,,,,,,-121.92703940000001,36.9872756,,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,7/26/2018 4:51:00 PM
1085,1006696,Carpenteria CFM,,,,,,800 Block Linden Ave.,Carpenteria,SANTA BARBARA,California,,,,,,,,,,-119.52,34.3976,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1095,1000369,Carson Farmers Market,http://www.farmernet.com,,,,,Carson St. & Bonita St.,Carson,Los Angeles,California,90810,,,,,,,,,-118.259,33.8316,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1118,1011460,Castro Certified Farmers' Market,http://pcfma.org,facebook.com/CastroFarmersMarket,twitter.com/PacCoastFarmers,,instagram.com/pcfma,Noe St. and Market St.,San Francisco ,San Francisco,California,94114,03/11/2015 to 12/16/2015,Wed: 4:00 PM-8:00 PM;,,,,,,,-122.433102,37.764428,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N,7/20/2015 2:53:27 PM
1119,1007358,Castro Valley Farmers' Market,http://www.urbanvillage@earthlink.net,,,,, Redwood Road And Norbridge Ave.,Castro Valley,Alameda,California,94546,May to October,Sat:10:00 AM - 2:00 PM;,,,,,,,-122.07393859999999,37.6925557,Federal/State government building grounds,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/1/2012 5:25:48 PM
1132,1002953,Cayucos Farmers Market,,,,,,Vets Hall  Parking Lot,Cayucos,San Luis Obispo,California,93430,,,,,,,,,-120.912,35.4454,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1166,1005208,Central Ave Farmers Market,http://www.farmernet.com,,,,,4301 Central Ave  at 43rd st,Los angeles  California,Los Angeles,California,90011,January to December,Thu:10:00 am - 4:00 pm;,,,,,,,-118.256,34.0058,Local government building grounds,N,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,1/14/2012 6:37:35 PM
1173,1003483,Central Park FM,,,,,,19Th St. and Q St.,Bakersfield,Kern,California,,,,,,,,,,-119.01100000000001,35.3761,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1176,1001831,Central Valley Farmers Market,,,,,,"900 ""G"" Street",Merced,Merced,California,,January to December,Sat:7:00 AM - 3:00 PM;,,,,,,,-120.480453,37.290616899999996,Federal/State government building grounds,N,N,N,N,Y,-,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4/26/2012 1:37:13 PM
1177,1001832,Central Valley Farmers Market,,,,,,2877 Atwater Boulevard,Atwater,Merced,California,95301,January to December,Thu:7:00 AM - 3:00 PM;sun:7:00 AM - 3:00 PM;,,,,,,,-120.6299,37.35376,Other,N,N,N,N,Y,-,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4/26/2012 1:37:13 PM
1182,1003440,Century City Farmers Market,http://www.ccfm.com,,,,,Constellation Blvd & Avenue of Stars,Tarzana,Los Angeles,California,91356,,,,,,,,,-118.416,34.0587,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1183,1002943,Ceres Farmer's Market,http://www.cerespartnership.org,,,,,2921 Third Street,Ceres,Stanislaus,California,95307,,,,,,,,,-120.955,37.5913,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 12 2010  2:22AM
1184,1010147,Cerritos Farmers Market,http://www.goodveg.org,https://www.facebook.com/harborareafarmersmarkets,,,,17870 Park plaza Drive,Cerritos ,Los Angeles,California,90703,,Sat: 8:00 AM-12:00 PM;,,,,,,,-118.06253799999999,33.869285,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,5/14/2014 2:05:19 PM
1188,1001321,CFM at the Promenade Mall,http://www.myfarmersmarkets.com,Promenade Mall Farmers' Market,,,,40820 Winchester Road,Temecula,Riverside,California,92591,,Wed: 9:00 AM-1:00 PM;,,,,,,,-117.155106,33.523148,Private business parking lot,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,6/3/2014 12:54:57 PM
1189,1009248,CFMS Certified Farmers' Market,http://www.localharvest.org/cfms-certified-farmers-markets-of-sacramento-M45555,,,,,15th and Lst (East End State Capitol Park) ,Sacramento,,California,,,,,,,,,,-121.48899999999999,38.5729,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1195,1018387,CHAMP Certified Farmer Markets - Almaden/Via Valiente Plaza,,champfarmermarkets@facebook.com,,,,Almaden Expressway @ Via Valiente,San Jose,Santa Clara,California,,01/01/2017 to 12/31/2017,Sun: 8:00 AM-2:00 PM;,,,,,,,-121.846216,37.209328,,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/25/2017 7:07:18 PM
1205,1004593,Chapman Food & Fitness Festival,http://www.cchaos.org,https://www.facebook.com/groups/325905940864004/?fref=ts,,,,1010 Cleveland Avenue,Chico,Butte,California,95928,01/01/2013 to 12/31/2013,Fri: 2:00 PM-5:30 PM;,,,,,,,-121.815374,39.727376,Local government building grounds,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/13/2013 7:07:38 PM
1234,1003729,Chatsworth Farmers Market,http://www.farmernet.com,,,,,Devonshire St.,Chatsworth,Los Angeles,California,91311,,,,,,,,,-118.59700000000001,34.2572,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1257,1005243,Cherry Hills Farmers Market,,https://www.facebook.com/pages/Cherry-Hills-Farmers-Market/271647742864400,,,,26834 Cherry Hills Blvd.,Menifee,Riverside,California,92586,01/01/2014 to 12/31/2014,Fri: 9:00 AM-1:00 PM;,,,,,,,-117.190937,33.710775,Private business parking lot,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,3/13/2014 1:58:26 PM
1286,1001989,Chico CFM In Paradise,,,,,,6400 Clark Rd.,PARADISE,BUTTE,California,,,,,,,,,,-121.598,39.7704,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1287,1000531,Chico Wednesday Farmers Market,,,,,,"North Valley Plaza, East Ave. & Pillsbury Rd.",Chico,Butte,California,95973,,,,,,,,,-121.848,39.7606,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 25 2010  5:40PM
1301,1001499,Chino CFM,,,,,,13220 Central Ave.,Chino,San Bernardino,California,,,,,,,,,,-117.69,34.0126,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1308,1003015,Chowchilla Farmers Market,,,,,,Robertson Blvd. & 6th St.,Chowchilla,Madera,California,93610,,,,,,,,,-120.264,37.1201,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1313,1003227,Chula Vista Farmers Market,,,,,,3rd Ave. & Center St.,Chula Vista,San Diego,California,91915,,,,,,,,,-117.08,32.6403,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1314,1004650,Chula Vista Otay Ranch Certified Farmers Market,http://www.otayranchtowncenter.com,,,,,2015 Birch Road and Eastlake Blvd,Chula Vista,San Diego,California,91915,,,,,,,,,-116.96799999999999,32.6231,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1332,1010123,City Heights Certified Farmers Market,http://www.sdfarmbureau.org,https://www.facebook.com/CityHeightsFarmersMarket,,,,4325 Wightman Street,San Diego,San Diego,California,92105,01/01/2016 to 12/31/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-117.10152099999999,32.747831,,Y,Y,Y,Y,Y,-,N,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,6/27/2016 3:15:38 PM
1384,1011036,Clairemont Certified Farmers Market at Madison High School,http://www.ClairemontFarmersMarket.com,Clairemont Farmers Market,@clairemontfm,,instagram @clairemontfarmersmarket,4833 Doliva Dr,San Diego,San Diego,California,92111,,Sat: 9:00 AM-3:00 PM;,,,,,,,-117.175467,32.829628,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,4/14/2015 6:30:28 PM
1386,1002106,Claremont Farmers & Artisans Market,http://www.claremontforum.org,https://www.facebook.com/pages/Claremont-Farmers-Artisans-Market/148040805240200?fref=ts,,,,Indian Hill Blvd. and 2nd Avenue,Claremont,Los Angeles,California,91711,01/01/2015 to 12/31/2015,Sun: 8:00 AM-1:00 PM;,,,,,,,-117.718999,34.095636,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/3/2015 10:03:19 AM
1421,1011350,Clayton Farmers' Market,http://www.pcfma.org,https://www.facebook.com/ClaytonMarket,,,,Diablo St. between Main and Center,Clayton,Contra Costa,California,,05/09/2015 to 09/19/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,-121.9357925,37.9410341,,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,7/14/2015 11:23:44 AM
1426,1002048,Clearlake Friday Night FM,,,,,,Lakeshore and Ball Park Road.,Clearlake,Lake,California,95422,,Fri: 5:00 PM-8:00 PM;,,,,,,,-122.63641499999999,38.948893,Local government building grounds,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,7/10/2013 6:27:16 PM
1431,1012527,Clement St. Farmers Market,http://www.agriculturalinstitute.org,https://www.facebook.com/ClementStreetFarmersMarket/,,,,Clement St. between 2nd and 4th,San Francisco,San Francisco,California,,01/01/2016 to 12/31/2016,Sun: 9:00 AM-2:00 PM;,,,,,,,-122.46098899999998,37.783062,,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,7/13/2016 12:38:27 PM
1444,1001450,Clinica Sierra Vista (Delano),,,,,,1508 Garces Hwy.,Delano,Kern,California,,,,,,,,,,-119.23700000000001,35.760999999999996,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1445,1001451,Clinica Sierra Vista (Lamont),,,,,,8787 Hall Road,Lamont,Kern,California,,,,,,,,,,-118.90799999999999,35.259,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1463,1002895,Cloverdale Certified Farmers Market,http://www.cloverdalefarmersmarket.com,https://www.facebook.com/pages/Cloverdale-Certified-Farmers-Market/120845221449110,,,,Cloverdale Blvd between 1st and 2nd Streets,Cloverdale,Sonoma,California,95425,05/31/2013 to 08/30/2013,Fri: 6:00 PM-9:00 PM;,,,,,,,-123.01726299999999,38.805805,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,3/31/2014 8:31:07 PM
1465,1006877,Clovis Old Town Farmers Market,http://www.OldTownClovis.com,,,,,Pollasky Ave. & 5th St.,Clovis,Fresno,California,93613,,,,,,,,,-119.70200000000001,36.8239,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1471,1010609,Coarsegold Farmers Market,,,,,,35300 Hwy 41 ,Coarsegold ,Madera,California,93614,,Sun: 11:00 AM-2:00 PM;,,,,,,,-119.701521,37.261926,,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,9/27/2014 8:36:46 PM
1474,1018163,Coastside Farmers' Market - Half Moon Bay ,http://www.coastsidefarmersmarket.org,https://www.facebook.com/Coastside-Farmers-Market-in-Half-Moon-Bay-135241926498880/,,,,225 Cabrillo Highway,Half Moon Bay ,San Mateo,California,94019,05/01/2017 to 12/21/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-122.43288000000001,37.465552,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,6/20/2017 2:05:58 PM
1475,1018173,"Coastside Farmers' Market - Rockaway Beach, Pacifica",http://www.coastsidefarmersmarket.org,https://www.facebook.com/Coastside-Farmers-Market-in-Pacifica-112386032145910/,,,,450 Old County Road,Pacifica ,San Mateo,California,94044,05/01/2017 to 12/21/2017,Wed: 2:30 PM-6:30 PM;,,,,,,,-122.49518400000001,37.609334999999994,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,6/20/2017 2:24:27 PM
1499,1000656,Colfax Farmers Market,http://www.foothillfarmersmarket.com,,,,,Main Street at California Street,Colfax,Placer,California,95713,,,,,,,,,-120.95700000000001,39.0884,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1502,1011495,College of San Mateo Certified Farmers' Market,http://pcfma.org,facebook.com/CollegeofSanMateoFarmersMarket,twitter.com/PacCoastFarmers,,instagram.com/pcfma,1700 W. Hillsdale Blvd.,San Mateo ,San Mateo,California,94403,01/01/2015 to 12/31/2015,Sat: 9:00 AM-1:00 PM;,,,,,,,-122.337849,37.533091999999996,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,7/23/2015 11:52:29 AM
1530,1010758,Columbia Farmory and Mountain People Organics,http://MountainPeopleOrganics.com,https://www.facebook.com/ColumbiaFarmory,,,,10800 Airport Road,Columbia ,Tuolumne,California,95310,01/01/2018 to 12/31/2018,Wed: 11:00 AM-5:00 PM;Sat: 11:00 AM-5:00 PM;,,,,,,,-120.41001100000001,38.029395,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,7/26/2018 4:00:01 PM
1547,1004424,Colusa Farmers Market,,,,,,2963 Davison Ct.,Colusa,Colusa,California,,,,,,,,,,-121.99700000000001,39.187,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1567,1010233,Compton Blue Line Farmers Market ,,,,,,101 E Palmer Street,Compton ,Los Angeles,California,90220,05/29/2014 to 10/30/2014,Thu: 11:00 AM-7:00 PM;,,,,,,,-118.22397340000002,33.8979171,Local government building grounds,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,5/26/2014 1:21:44 PM
1571,1011343,Concord Farmers' Market,http://www.pcfma.org,https://www.facebook.com/ConcordFarmersMarket,,,,2100 Salvio St,Concord,Contra Costa,California,,01/01/2015 to 12/31/2015,Tue: 9:00 AM-1:00 PM;,,,,,,,-122.0339936,37.9777842,,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/14/2015 10:46:35 AM
1626,1018793,Corning Certified Farmers' Market,,https://www.facebook.com/Cornings-Thursday-Night-Farmers-Market-305516792872003/,,,,1424 Colusa St.,Corning ,Tehama,California,96021,06/01/2017 to 09/07/2017,Thu: 5:00 PM-7:30 PM;,,,,,,,-122.18543400000001,39.931718,,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,8/7/2017 7:18:32 PM
1633,1007244,Corona Del Mar Farmers Market,,,,,,Margarite & Pacific Coast Highway,San Clemente,Orange,California,92672,,,,,,,,,-117.869,33.6004,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1635,1001318,CoronaCFM,http://www.myfarmersmarkets.com,https://www.facebook.com/coronafarmersmarket,,,,488 N. Main Street,Corona,Riverside,California,92878,01/01/2013 to 12/31/2013,Sat: 8:30 AM-12:30 PM;,,,,,,,-117.56526000000001,33.886153,Private business parking lot,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/3/2014 1:02:30 PM
1636,1003859,Coronado Certified Farmers Market,,,,,,"Ferry Landing, 1st & B",Coronado,San Diego,California,92118,01/01/2014 to 12/01/2014,Tue: 2:30 PM-6:00 PM;,,,,,,,-117.167736,32.697827000000004,Private business parking lot,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/26/2014 10:22:13 AM
1643,1002978,Corte Madera Farmers Market,,,,,,Town Center Central Courtyard,Novato,Marin,California,94949,,,,,,,,,-122.551,38.0703,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1651,1005600,Costa Mesa Certified Farmers' Market,http://www.orange.cfbf.com,https://www.facebook.com/ocfarmbureaufarmersmarkets,,,,88 Fair Drive,Costa Mesa,Orange,California,92626,01/01/2015 to 12/31/2015,Thu: 9:00 AM-1:00 PM;,,,,,,,-117.90601299999999,33.665563,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,4/8/2015 12:56:23 PM
1652,1018629,Cotati Community Farmers Market ,http://www.communityfarmersmarkets.com,https://www.facebook.com/CotatiFarmersMarket/,,,Instagram communitymarkets,Old Redwood Hwy and W Sierra,cotati ,Sonoma,California,94931,06/06/2019 to 08/29/2019,Thu: 4:30 PM-7:30 PM;,,,,,,,-122.707298,38.326544,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,12/27/2018 6:18:52 PM
1654,1005408,Coto De Caza Farmers Market,,,,,,Antonio Pkwy. & Coto de Caza Dr.,Coto de Caza,Orange,California,92672,,,,,,,,,-117.603,33.4179,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1660,1001222,Cottonwood Creek Watershed CFM,,,,,,"3308 Main Street, Cottonwood, Ca 96022",Cottonwood Creek,Shasta,California,,,,,,,,,,-122.28200000000001,40.384,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1664,1003033,Country Farm & Craft Market Paso Park,http://www.countryfarmandcraftmarket.com,,,,,Spring & 11th Street,Paso Robles,San Luis Obispo,California,93446,January to December,Sat:9:00 am - 1:00 pm;,,,,,,,-120.691,35.6258,Local government building grounds,N,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/29/2011 2:47:47 PM
1665,1003034,Country Farm & Craft Market Paso Park,http://www.countryfarmandcraftmarket.com,,,,,Golden Hills Shopping Center (Lowe's),Paso Robles,San Luis Obispo,California,93446,May to September,Fri:4:00 pm - 7:00 pm;,,,,,,,-120.65899999999999,35.6447,Private business parking lot,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/29/2011 2:47:47 PM
1666,1003035,Country Farm & Craft Market Paso Park,http://www.countryfarmandcraftmarket.com,,,,,81 Wellsona Road,Paso Robles,San Luis Obispo,California,93446,May to September,Thu:3:00 pm - 6:00 pm;,,,,,,,-120.697,35.6958,Private business parking lot,N,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/29/2011 2:47:47 PM
1681,1001500,Covina CFM,,,,,,School St. and Citrus Ave.,Covina,LOS ANGELES,California,,,,,,,,,,-117.89,34.0893,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1706,1001714,Crenshaw Farmers' Market,http://www.seela.org,https://www.facebook.com/pages/Crenshaw-Farmers-Market/298496636834537,,,,3650 Crenshaw Blvd.,Los Angeles,Los Angeles,California,90008,,,,,,,,,-118.33522099999999,34.010835,Private business parking lot,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/13/2013 5:22:22 PM
1709,1004409,Crescent City Farmers Market,http://www.northerncalifornia.net,,,,,"Parking lot of, Del Norte Fairgrounds parking lot",Crescent City,Del Norte,California,95531,,,,,,,,,-124.147,41.8548,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1746,1004447,Crosstown Freeway Farmers' Market,http://www.stocktonfarmersmarket.org,,,,,203 E. Washington Street,Stockton,San Joaquin,California,95202,January to December,Sat:6:30 AM - 11:00 AM;,,,,,,,-121.287228,37.950864,Private business parking lot,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/30/2012 12:38:15 PM
1763,1005403,Culver City Farmers Market,http://www.farmernet.com,,,,,Main & Culver,Culver City,Los Angeles,California,90232,,,,,,,,,-118.396,34.0247,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1784,1009167,Daily Harvest Market ,http://www.dailyharvestmarket.com/,,,,,155 Quail Gardens Dr.,Encinitas,,California,92024,,,,,,,,,-117.279,33.0489,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1793,1002739,Daly City Certified Farmers' Market at Serramonte Center,http://www.cafarmersmkts.com/markets/category/daly-city,https://www.Facebook.com/DCFarmersMkt,https://twitter.com/cafarmersmkts,,http://www.pinterest.com/cafarmersmkts/,Hwy 280 and Serramonte Blvd.,Daly City,San Mateo,California,94015,01/01/2016 to 12/31/2016,Thu: 9:00 AM-1:00 PM;,01/01/2014 to 12/01/2014,Sat: 9:00 AM-1:00 PM;,,,,,-122.47041000000002,37.674302000000004,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,7/20/2016 5:34:57 PM
1811,1011345,Danville Farmers' Market,http://www.pcfma.org,https://www.facebook.com/DanvilleFarmersMarket,,,,Railroad and Prospect,Danville,Contra Costa,California,,01/01/2015 to 12/31/2015,Sun: 9:00 AM-1:00 PM;,,,,,,,-122.0006143,37.8211141,,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,7/14/2015 11:00:58 AM
